date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:22	4147/4147	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202020%2004:46:21%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=N;O=A	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/indexb70a.html	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=N;O=D)
20:46:22	4147/4147	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202020%2004:46:21%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=M;O=D	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/index72c9.html	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=M;O=A)
20:46:22	4147/4147	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202020%2004:46:21%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=S;O=D	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/index5851.html	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=S;O=A)
20:46:22	4147/4147	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202020%2004:46:21%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=D;O=D	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/indexad3f.html	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/?C=D;O=A)
20:46:22	760/760	---M--	200	added ('OK')	text/html	date:Sun,%2004%20Aug%202019%2001:10:01%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/allclasses-frame.html	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/allclasses-frame.html	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/)
20:46:23	6063/6063	---M--	200	added ('OK')	text/html	date:Sun,%2004%20Aug%202019%2001:10:00%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/Critter.html	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/Critter.html	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/)
20:46:23	12257/12257	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202018%2019:42:11%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/images/hw2a_output_rainbow.png	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/images/hw2a_output_rainbow.png	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/homework02.html)
20:46:24	12316/12316	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202018%2019:42:14%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/images/hw2b_output_two.png	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/images/hw2b_output_two.png	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/homework02.html)
20:46:25	12937/12937	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202018%2019:42:15%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/images/hw2c_output_target.png	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/images/hw2c_output_target.png	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/homework02.html)
20:46:26	1313/1313	---M--	200	added ('OK')	text/html	date:Sun,%2004%20Aug%202019%2001:09:59%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/index.html	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/index-2.html	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/homework11.html)
20:46:26	1391/1391	---M--	200	added ('OK')	text/css	date:Sun,%2004%20Aug%202019%2001:10:00%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/stylesheet.css	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/stylesheet.css	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/allclasses-frame.html)
20:46:26	14955/14955	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202018%2019:42:26%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/images/hw8c_output.png	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/images/hw8c_output.png	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/homework08.html)
20:46:26	57/57	---M--	200	added ('OK')	image/gif	date:Sun,%2004%20Aug%202019%2001:10:03%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/resources/inherit.gif	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/resources/inherit.gif	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/critter_doc/Critter.html)
20:46:27	13532/13532	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202018%2019:42:10%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/images/hw10c_output.png	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/images/hw10c_output.png	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/homework10.html)
20:46:27	37096/37096	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202018%2019:42:07%20GMT	http://www.laughton.com/obrien/sjsu/cs49j/images/6b_semicircle_drawing2.png	C:/My%20Web%20Sites/Java%20Homework%20Problems/www.laughton.com/obrien/sjsu/cs49j/images/6b_semicircle_drawing2.png	(from http://www.laughton.com/obrien/sjsu/cs49j/homework/homework06.html)
